dag_id,uuid,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,b6f45cde-3af7-48be-bf69-dde8e9cb3bfa,1754985902.0202546,1754985902.2502637,1754985902.5911758,1754986015.5184534,112.92727756500244,1754986023.0030384,113.2681896686554,120.98278379440308
0a3f0429-68e2-4343-94d1-d7e0b30abb39,f77a17d1-842c-42e9-93e5-ebb24c1337b9,1754985902.0202546,1754985902.0379267,1754985902.2441308,1754986048.7307322,146.48660135269165,1754986049.2584627,146.69280552864075,147.23820805549622
65afbc8a-89ca-4ad5-8d62-355bb401f61d,971e8363-be1f-4f7b-8e68-713087a45f06,1754985902.0202546,1754985902.1094394,1754985902.2846704,1754986176.8431935,274.5585231781006,1754986187.1175473,274.73375415802,285.09729266166687
075d3bf5-6718-4281-a604-89ae23be59de,32e6fabc-8acd-461d-b073-918d1d1ed843,1754985902.0202546,1754985902.2847128,1754986187.1507037,1754986218.6432502,31.492546558380127,1754986220.9140806,316.3585374355316,318.893826007843
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,d580e9f8-0507-4cad-8c4b-ee18bd916b52,1754985902.0202546,1754985902.0227766,1754985902.1731756,1754986262.5680466,360.3948709964752,1754986269.4813287,360.5452699661255,367.4610741138458
e9384ee0-12a0-47b4-a153-88777124ffc3,c54a524c-86d0-4a62-9c26-6cdd03590f33,1754985902.0202546,1754985902.398365,1754986023.0452254,1754986364.6446152,341.59938979148865,1754986364.6488326,462.2462501525879,462.6285779476166
abc11426-7074-4dc5-882b-c1ac0cead551,06822812-31fb-4e0d-b414-e622db38b8db,1754985902.0202546,1754985902.3979418,1754986052.0334606,1754986385.4262037,333.39274311065674,1754986394.583147,483.0282618999481,492.5628924369812
e51753c7-3ef3-4404-a352-11a18e5760c9,9214d839-62bd-4b50-ba9c-2e8e7378313a,1754985902.0202546,1754985902.4277713,1754986394.6922903,1754986459.0797224,64.38743209838867,1754986461.8705971,556.6519510746002,559.8503425121307
5f2b2e54-5047-4394-81be-198230c3b508,6fc56d5e-bd33-47a1-b144-d29bf09a13ab,1754985902.0202546,1754985902.4075165,1754986220.9215803,1754986465.6420555,244.72047519683838,1754986465.6466463,563.2345390319824,563.6263916492462
cca70ce6-1952-45d2-acd4-80c903b0bc49,1a407813-cce0-4c07-9907-bbfe05fdeb82,1754985902.0202546,1754985902.5147927,1754986461.8791106,1754986539.2329333,77.35382270812988,1754986539.2375274,636.7181406021118,637.2172727584839
e4251249-ba81-4ecc-93bf-b9d1ca6182c4,2d6b98ad-6215-4f0c-9ab8-6d15d241a6e3,1754985902.0202546,1754985902.1472418,1754986269.4944181,1754986613.9188457,344.42442750930786,1754986613.9852648,711.7716038227081,711.9650101661682
037cb165-36ae-4b19-b45e-af00eafac2a2,cbb2e9ec-2474-4d65-86e6-9e37cb9a2102,1754985902.0202546,1754985902.4182694,1754986364.6707096,1754986684.8716261,320.2009165287018,1754986693.4550085,782.4533567428589,791.4347538948059
4d51c4bf-4b0e-4f3d-897b-3f6687a7d9f2,89bd992e-675a-42e8-8ed2-c4bb73644620,1754985902.0202546,1754985902.42208,1754986465.6495717,1754986694.2906668,228.641095161438,1754986699.2886286,791.8685867786407,797.268373966217
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,7dd9afcd-ba38-4d7f-a61a-28d4f7b56132,1754985902.0202546,1754985902.1626124,1754986614.1591487,1754986709.6428125,95.48366379737854,1754986709.6465073,807.4802000522614,807.6262526512146
2f57f421-94ea-4a1a-a0c0-976124c96465,03c97809-c22b-4433-b24f-58b61662f8a0,1754985902.0202546,1754985902.4337077,1754986693.474163,1754986771.520937,78.04677391052246,1754986776.1989105,869.0872292518616,874.1786558628082
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,1c1462e2-1b80-42fb-8efb-b1926d2339cf,1754985902.0202546,1754985902.2017226,1754986709.6615427,1754986799.9365377,90.27499508857727,1754986799.9399674,897.734815120697,897.9197127819061
67e8878b-5cef-4375-804e-e6291fdbe78a,850d7a3d-9bff-4353-ae8e-128746a9c9ed,1754985902.0202546,1754985902.424796,1754986699.2920213,1754986981.7414916,282.44947028160095,1754986991.1136432,1079.3166954517365,1089.093388557434
66fc373a-48ae-4fbc-a76b-34cbc1f9883b,e735819a-a7b1-4a0a-9654-44c78057b8da,1754985902.0202546,1754985902.3107622,1754986799.9446292,1754987074.0399058,274.095276594162,1754987078.445513,1171.7291436195374,1176.425258398056
d64c1007-8ca4-40ad-86fb-8a1ec583bdfd,65b37739-984d-4591-a94b-2c60c505e08f,1754985902.0202546,1754985902.4997942,1754986776.2139275,1754987087.7903676,311.5764400959015,1754987087.7939694,1185.2905733585358,1185.7737147808075
9a9e376c-0089-4a3e-8480-f05df35ae465,20628562-aec3-47d7-869c-aa079ddcb8df,1754985902.0202546,1754985902.314431,1754987078.4895828,1754987159.0503635,80.5607807636261,1754987159.056241,1256.7359325885773,1257.0359864234924
2dbd3bd9-1aa9-4ef1-94e1-2ff6dcee7a39,8763f825-f626-4e79-aab4-87c058037be9,1754985902.0202546,1754985902.5177193,1754986991.1301675,1754987320.9643424,329.8341748714447,1754987327.03919,1418.4466230869293,1425.0189354419708
aebaa7b3-5579-44fe-965b-d83c4e0e96c9,8158ec39-351c-437d-9623-49bb369951ea,1754985902.0202546,1754985902.5182962,1754987327.0831664,1754987353.4222372,26.339070796966553,1754987355.1278636,1450.9039409160614,1453.1076090335846
e99f200e-80a4-41e1-b2cb-cf2589b1a529,dffc27f9-bcb0-400c-a9b5-2f03e00f80d9,1754985902.0202546,1754985902.604922,1754987087.800398,1754987432.5559196,344.7555215358734,1754987438.271234,1529.9509975910187,1536.250979423523
48ecd30a-b09b-44d6-839f-631296644617,f91b2ba1-d0ef-4cc2-8d7e-c0b28c84ebf0,1754985902.0202546,1754985902.6100743,1754987438.289689,1754987477.0611644,38.771475315093994,1754987481.4507568,1574.4510900974274,1579.4305021762848
bb6f6cc9-acbc-4981-8408-f7efdde1b6ff,f3eee7a1-3421-4395-8d4b-9c4133db5d7d,1754985902.0202546,1754985902.3864384,1754987159.0663283,1754987478.4723535,319.4060251712799,1754987484.6407478,1576.0859150886536,1582.6204931735992
6bc127a4-96ab-44f8-a9bb-0a38bc5ab1ec,28aebb96-4afb-4bb7-91ee-29145a935ce0,1754985902.0202546,1754985902.6342454,1754987481.460687,1754987837.4291334,355.9684464931488,1754987837.9143348,1934.7948880195618,1935.8940801620483
66178938-a45d-44c9-971d-a68c975c83ac,57541be0-a6cd-457f-8ef9-1dff09cc32d5,1754985902.0202546,1754985902.3922765,1754987484.6459887,1754987854.2444935,369.598504781723,1754987861.4631188,1951.8522169589996,1959.4428641796112
27d5d136-8563-469e-92bf-fd103c28b57c,e35703a1-95d7-4162-accc-8bce52a24912,1754985902.0202546,1754985902.6966171,1754987837.936378,1754988065.8500502,227.913672208786,1754988067.7205565,2163.153433084488,2165.700301885605
c7c3abcb-9bdf-4e03-93fd-5eff02c8a7f4,1c7e6d1a-0e08-433c-b0a7-5b1d514c2abf,1754985902.0202546,1754985902.409065,1754987861.4698389,1754988158.259718,296.7898790836334,1754988159.7467358,2255.8506529331207,2257.7264811992645
b991b184-e25a-42e6-8d42-7b0a7e2eefca,fa77e4f8-ce38-4eb4-9ff4-e1293832e24c,1754985902.0202546,1754985902.4687026,1754988159.7635286,1754988248.131195,88.36766648292542,1754988259.245986,2345.6624925136566,2357.2257313728333
56a6505a-0fa7-4bcd-8b16-39651c115c21,6abe40c8-050f-497a-a557-4465a81a595b,1754985902.0202546,1754985902.5085616,1754988259.257527,1754988594.0836134,334.8260862827301,1754988599.0747645,2691.5750517845154,2697.0545098781586
855d994a-d5b1-40cf-81c1-e249375c2cea,72b2c7f0-bfea-423b-8d9f-ffa8fb366837,1754985902.0202546,1754985902.5583146,1754988599.093963,1754988908.1428974,309.0489344596863,1754988917.6984618,3005.5845828056335,3015.6782071590424
e39a422f-f24c-4cde-97f8-790b69507962,84008fae-2fbd-4ebd-a5b5-b50513813579,1754985902.0202546,1754985902.5762336,1754988917.7091773,1754989252.561318,334.8521406650543,1754989259.1947954,3349.985084295273,3357.174540758133
c9c0628c-b330-40e2-8a5c-cdf4e77649e3,e06930ad-792b-4987-b7f0-242f9b6a9d15,1754985902.0202546,1754985902.599754,1754989259.2044625,1754989630.6621637,371.4577012062073,1754989631.1566129,3728.0624096393585,3729.1363582611084
630c78dd-c0ee-4018-95c4-750c7104f535,c8b7dd29-6832-4681-bd7a-ee58e613b0a3,1754985902.0202546,1754985902.6393845,1754989631.1709962,1754989972.929315,341.758318901062,1754989972.9333098,4070.2899305820465,4070.9130551815033
58ee0f84-1735-43a3-9de4-4d91bc182c6e,b5b77b9a-fc7d-42e1-897c-2c8177e810b9,1754985902.0202546,1754985902.6498096,1754989972.953134,1754990009.8748698,36.921735763549805,1754990009.8775303,4107.225060224533,4107.857275724411
64768105-4c72-4366-a0ec-cbe1b6f1cb4f,3fdfb5d1-6bd8-4917-9f64-1c4fca346880,1754985902.0202546,1754985902.6834283,1754990009.8900707,1754990291.0826735,281.1926028728485,1754990298.953471,4388.399245262146,4396.933216333389
