dag_id,uuid,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time
8f80e01c-1296-4371-9486-bb3d68651a60,a233491c-6935-4a4c-b21b-b40f3bbd4681,1754745704.6278546,1754745704.6347163,1754745704.6353755,1754745727.9229412,23.2875657081604,1754745727.9229548,23.288224935531616,23.295100212097168
171dd6d2-d1d4-439b-8d4e-7507018a816b,ec2954a5-59d7-4d1e-b16b-a2b809ac86ed,1754745840.1815035,1754745840.1869833,1754745840.1874287,1754745861.6143873,21.426958560943604,1754745861.6144025,21.427403926849365,21.432898998260498
6359a0b1-8f7b-499b-9336-840f9ab90688,bbdc1da3-a227-41bf-8f3a-08fd686baaf7,1754745899.4930367,1754745899.4995582,1754745899.5000794,1754745930.8924742,31.39239478111267,1754745930.8924856,31.392915964126587,31.39944887161255
cca70ce6-1952-45d2-acd4-80c903b0bc49,dd491b65-8c4d-4782-9eb9-e99f73d58a75,1754745940.615506,1754745940.619752,1754745940.62024,1754745972.1203692,31.500129222869873,1754745972.1203814,31.500617265701294,31.504875421524048
91f2bf12-5280-4efc-b9a7-26e67ca850b4,b22f77f1-da8d-4ea3-9567-c2ee3f86a5e6,1754745948.2554896,1754745948.260641,1754745972.125862,1754745981.0935576,8.967695713043213,1754745981.09357,32.832916498184204,32.838080406188965
8f80e01c-1296-4371-9486-bb3d68651a60,2690c083-4ba6-4076-9759-4163e88970eb,1754745955.8930314,1754745955.8968205,1754745981.0937889,1754746000.6689646,19.575175762176514,1754746000.6689773,44.772144079208374,44.77594590187073
d62cbee6-47c7-4918-825d-3b73b1af7e85,0f558f17-29e4-4637-9c5a-2761b7f3c5db,1754745958.5885446,1754745958.5946155,1754746000.6692035,1754746023.5444217,22.875218152999878,1754746023.5444329,64.9498062133789,64.95588827133179
df6561b2-7ee5-4540-baab-5095f742716a,0629ceb3-e693-4b27-98a8-23cb0945b3e2,1754746049.1845067,1754746049.1903906,1754746049.1908836,1754746094.1308439,44.93996024131775,1754746094.1308553,44.94045329093933,44.946348667144775
cca70ce6-1952-45d2-acd4-80c903b0bc49,c4ea44b7-a000-4c8d-b9b6-e53be11dc988,1754746090.5812411,1754746090.585322,1754746094.1375806,1754746127.378523,33.24094247817993,1754746127.3785346,36.793201208114624,36.79729342460632
cca530fc-4052-43b2-b130-b30968d8aa44,22a9e250-20f7-4f35-ab84-bc8dc282c3d9,1754746146.0414994,1754746146.0478203,1754746146.0483282,1754746165.0622551,19.01392698287964,1754746165.0622683,19.014434814453125,19.020768880844116
8f80e01c-1296-4371-9486-bb3d68651a60,54b1588b-5738-44d0-a534-d7571eaa7db4,1754746146.9784563,1754746147.0116866,1754746165.0676978,1754746191.2102861,26.1425883769989,1754746191.2102995,44.19859957695007,44.23184323310852
cca70ce6-1952-45d2-acd4-80c903b0bc49,bd69159a-c33c-4664-b78f-18f1ff9f305c,1754746304.7370105,1754746304.741149,1754746304.7416286,1754746333.9503171,29.208688497543335,1754746333.9503298,29.209168195724487,29.213319301605225
e51753c7-3ef3-4404-a352-11a18e5760c9,39b3475e-ad0b-4bf3-b10a-842d375f3414,1754746385.2068079,1754746385.2110705,1754746385.2115684,1754746396.5544329,11.342864513397217,1754746396.5544462,11.34336233139038,11.347638368606567
9ca9bc20-1a0b-4076-9937-7724e3491cf8,b85984f5-cfb2-416a-9bb1-1b558cf9216a,1754746395.957775,1754746395.9634233,1754746396.5575716,1754746441.3589673,44.801395654678345,1754746441.3589811,45.39554405212402,45.40120601654053
171dd6d2-d1d4-439b-8d4e-7507018a816b,dd0f8edb-1564-4b92-af79-1d30ba534bb5,1754746404.9970217,1754746404.9998124,1754746441.3641622,1754746459.0573142,17.69315195083618,1754746459.0573285,54.057501792907715,54.060306787490845
e51753c7-3ef3-4404-a352-11a18e5760c9,0099ba24-abd0-4090-b043-a45c5f043895,1754746414.1237307,1754746414.154362,1754746459.0575802,1754746470.781352,11.723771810531616,1754746470.7813644,56.62699007987976,56.657633781433105
8f80e01c-1296-4371-9486-bb3d68651a60,d79848e2-d424-4c88-b714-41140a82ddc9,1754746430.461021,1754746430.4715645,1754746470.781576,1754746491.1986098,20.417033910751343,1754746491.198622,60.72704529762268,60.73760104179382
6359a0b1-8f7b-499b-9336-840f9ab90688,c59759ea-7e61-4eb1-a9ce-dbe2f0c6f49b,1754746463.9690256,1754746463.9730337,1754746491.1988747,1754746512.0411181,20.842243432998657,1754746512.0411375,48.068084478378296,48.07211184501648
9ca9bc20-1a0b-4076-9937-7724e3491cf8,cd3300b7-4896-4a3d-b8c4-cf8f211d0a95,1754746489.4410212,1754746489.4533587,1754746512.041434,1754746540.425202,28.38376784324646,1754746540.4252145,50.971843242645264,50.984193325042725
7245af7c-404e-4d60-9ef4-94ed301e5315,31fae057-919f-4d80-a546-cbd2199f028b,1754746504.9457831,1754746504.9507256,1754746540.4292057,1754746547.6009185,7.171712875366211,1754746547.6009383,42.650192975997925,42.655155181884766
d89733a3-7d86-4ed8-b5a3-bf4831b06e3c,556333a8-4dde-44ce-8637-9a85469d0333,1754746547.574022,1754746547.6010168,1754746547.6017163,1754746560.7192116,13.11749529838562,1754746560.7192233,13.118194818496704,13.145201206207275
9ca9bc20-1a0b-4076-9937-7724e3491cf8,9789e509-e69f-494d-b76c-984f84a416cc,1754746554.341019,1754746554.3444974,1754746560.7194257,1754746589.1083386,28.38891291618347,1754746589.108352,34.76384115219116,34.767333030700684
